target_id	target_name	target_definition	antibiotic_id	antibiotic_name
ARO:3000737	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	The beta-subunit of RNA polymerase is targeted as a complex. When blocked, RNA strand elongation cannot continue after the first few nucleotides.	ARO:3000169	rifampin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000170	imipenem
ARO:3000757	50S ribosomal subunit P-site	The P-site of the ribosome binds the peptidyl-tRNA with the growing polypeptide chain, and is a common target for many antibiotics that inhibit the 50S ribosomal subunit. Some antibiotics (oxazolidinones) block the 50S subunit from interacting with the 30S subunit to prevent the formation of the ribosomal complex. Other antibiotics (thiostrepton) block the 50S subunit from interacting with elongation factors G and Tu (EF-G, Ef-Tu), preventing GTP-dependent reactions of peptidyl transferase, and translocation, respectively. Other antibiotics (macrolides) prevent protein translocation.	ARO:3000176	dirithromycin
ARO:3000720	acyl-D-alanyl-D-alanine	The acyl-D-alanyl-D-alanine group is found at the terminal end of the pentapeptide chains of peptidoglycan subunits. Antibiotics that bind to this group block the addition of subunits, inhibiting peptidoglycan synthesis. This group is most accessible in Gram-postive bacteria.	ARO:3000184	chloroeremomycin
ARO:3000745	antibiotic sensitive dihydrofolate reductase	Dihydrofolate reductase synthesizes the co-enzyme tetrahydrofolic acid, which is also an essential precursor in the de novo synthesis of the DNA nucleotide thymidine.	ARO:3000188	trimethoprim
ARO:3000720	acyl-D-alanyl-D-alanine	The acyl-D-alanyl-D-alanine group is found at the terminal end of the pentapeptide chains of peptidoglycan subunits. Antibiotics that bind to this group block the addition of subunits, inhibiting peptidoglycan synthesis. This group is most accessible in Gram-postive bacteria.	ARO:3000189	oritavancin
ARO:3000726	pentaglycyl bridge	The pentaglycyl bridge is part of Gram-positive peptidoglycan, allowing the formation of a thick and rigid cell wall.	ARO:3000189	oritavancin
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000200	gramicidin S
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000214	hygromycin B
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000222	gramicidin A
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000223	gramicidin B
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000224	gramicidin C
ARO:3000745	antibiotic sensitive dihydrofolate reductase	Dihydrofolate reductase synthesizes the co-enzyme tetrahydrofolic acid, which is also an essential precursor in the de novo synthesis of the DNA nucleotide thymidine.	ARO:3000269	brodimoprim
ARO:3000745	antibiotic sensitive dihydrofolate reductase	Dihydrofolate reductase synthesizes the co-enzyme tetrahydrofolic acid, which is also an essential precursor in the de novo synthesis of the DNA nucleotide thymidine.	ARO:3000284	tetroxoprim
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000324	sulfadiazine
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000325	sulfadimidine
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000327	sulfadoxine
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000329	sulfamethoxazole
ARO:3000744	antibiotic sensitive dihydropteroate synthase	Dihydropteroate synthase catalyzes the conversion of p-aminobenzoic acid to dihydropteroic acid as part of the tetrahydrofolic acid biosynthetic pathway. Tetrahydrofolic acid is essential for folate synthesis, and a precursor of many nucleotides and amino acids. Inhibiting dihydropteroate leads to slow cell death, as bacteria can survive on existing folate storages for a few generations.	ARO:3000330	sulfisoxazole
ARO:3000745	antibiotic sensitive dihydrofolate reductase	Dihydrofolate reductase synthesizes the co-enzyme tetrahydrofolic acid, which is also an essential precursor in the de novo synthesis of the DNA nucleotide thymidine.	ARO:3000337	iclaprim
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000382	azidamfenicol
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000385	chloramphenicol
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000456	thiamphenicol
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000461	florfenicol
ARO:3000720	acyl-D-alanyl-D-alanine	The acyl-D-alanyl-D-alanine group is found at the terminal end of the pentapeptide chains of peptidoglycan subunits. Antibiotics that bind to this group block the addition of subunits, inhibiting peptidoglycan synthesis. This group is most accessible in Gram-postive bacteria.	ARO:3000466	dalbavancin
ARO:3000720	acyl-D-alanyl-D-alanine	The acyl-D-alanyl-D-alanine group is found at the terminal end of the pentapeptide chains of peptidoglycan subunits. Antibiotics that bind to this group block the addition of subunits, inhibiting peptidoglycan synthesis. This group is most accessible in Gram-postive bacteria.	ARO:3000488	telavancin
ARO:3000729	ribosomal complex	The ribosomal complex can be targeted by antibiotics that stabilize the entire complex and prevent further translation. These antibiotics target both subunits in the process of protein translation.	ARO:3000490	tuberactinomycin
ARO:3000739	RNA guanosine binding site	RNA intron self-splicing action can be inhibited by antibiotics that target a G-binding site to compete with the guanosine cofactor.	ARO:3000490	tuberactinomycin
ARO:3000725	antibiotic sensitive aftA	Arabinofuranosyltransferases allow for the polymerization of arabinose to form arabinan. Arabanan is required for formation of mycobacterial cell walls.	ARO:3000497	ethambutol
ARO:3000763	antibiotic sensitive embC	EmbC is an arabinosyltransferase involved in lipoarabinomannan synthesis.	ARO:3000497	ethambutol
ARO:3000764	antibiotic sensitive embA	EmbA is an arabinosyltransferase that works as a heterodimer with EmbB. It is involved in the synthesis of arabinogalactan, a component of the mycobacterial cell wall.	ARO:3000497	ethambutol
ARO:3000765	antibiotic sensitive embB	EmbB is an arabinosyltransferase that works as a heterodimer with EmbA. It is involved in the synthesis of arabinogalactan, a component of the mycobacterial cell wall.	ARO:3000497	ethambutol
ARO:3003473	Antibiotic sensitive embR	Wildtype embR is sensitive to antibiotics. It is an arabinosyltransferase involved in lipoarabinomannan synthesis.	ARO:3000497	ethambutol
ARO:3000737	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	The beta-subunit of RNA polymerase is targeted as a complex. When blocked, RNA strand elongation cannot continue after the first few nucleotides.	ARO:3000517	rifaximin
ARO:3000716	mycolic acid synthesis enzyme targeted by antibiotic	Mycolic acids are produced by mycobacteria. These fatty acids are required for the construction of cell walls. Enzymes that are targeted by antibiotics include synthases, elongases, and dehydrogenases.	ARO:3000520	isoniazid
ARO:3003426	antibiotic sensitive inhA	inhA is a enoyl-acyl carrier reductase used in lipid metabolism and fatty acid biosynthesis.	ARO:3000520	isoniazid
ARO:3003478	antibiotic sensitive kasA	kasA is a ketoacyl acyl carrier protein synthase that catalyzes the condensation reaction of fatty acid synthesis by the addition to an acyl acceptor of two carbons from malonyl-ACP. It is involved in elongation of fatty acids intermediate in the biosynthetic pathway of mycolic acids.	ARO:3000520	isoniazid
ARO:3000720	acyl-D-alanyl-D-alanine	The acyl-D-alanyl-D-alanine group is found at the terminal end of the pentapeptide chains of peptidoglycan subunits. Antibiotics that bind to this group block the addition of subunits, inhibiting peptidoglycan synthesis. This group is most accessible in Gram-postive bacteria.	ARO:3000525	antibiotic A40926
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000528	chlortetracycline
ARO:3000737	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	The beta-subunit of RNA polymerase is targeted as a complex. When blocked, RNA strand elongation cannot continue after the first few nucleotides.	ARO:3000530	rifabutin
ARO:3000737	rifamycin sensitive beta-subunit of RNA polymerase (rpoB)	The beta-subunit of RNA polymerase is targeted as a complex. When blocked, RNA strand elongation cannot continue after the first few nucleotides.	ARO:3000534	rifapentine
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000550	aztreonam
ARO:3000732	antibiotic sensitive Isoleucyl-tRNA transferase	Isoleucyl-tRNA transferase recognizes isoleucine codons and works with the ribosome to incorporate isoleucine amino acids into polypeptide chains. It can be targeted by antibiotics that have an analog of isoleucine through competitive inhibition.	ARO:3000554	mupirocin
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000583	pristinamycin IA
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000584	quinupristin
ARO:3000731	elongation factor Tu	Elongation factor Tu is required for peptide elongation in bacterial protein synthesis.	ARO:3000586	pulvomycin
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000622	colistin A
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000624	colistin B
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000625	polymyxin B1
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000626	polymyxin B2
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000627	polymyxin B3
ARO:3000710	cell membrane component targeted by antibiotic	Interaction with the cell membrane phospholipids interferes with membrane permeability and integrity, leading to the leakage of cell contents. The outer membrane of Gram-negative bacteria is particularly sensitive.	ARO:3000628	polymyxin B4
ARO:3000719	bacitracin sensitive isoprenyl pyrophosphate	Isoprepnyl pyrophosphate removes a phosphate group that is added from the peptidoglycan subunit to permit its transfer across the cell membrane. The phosphate group must be removed before its incorporation into peptidoglycan macromolecules.	ARO:3000629	bacitracin A
ARO:3003251	undecaprenyl pyrophosphate	Undecaprenyl pyrophosphate is a precursor to a cell wall polymer carrier. It's activation requires a phosphatase.	ARO:3000629	bacitracin A
ARO:3000719	bacitracin sensitive isoprenyl pyrophosphate	Isoprepnyl pyrophosphate removes a phosphate group that is added from the peptidoglycan subunit to permit its transfer across the cell membrane. The phosphate group must be removed before its incorporation into peptidoglycan macromolecules.	ARO:3000630	bacitracin B
ARO:3003251	undecaprenyl pyrophosphate	Undecaprenyl pyrophosphate is a precursor to a cell wall polymer carrier. It's activation requires a phosphatase.	ARO:3000630	bacitracin B
ARO:3000719	bacitracin sensitive isoprenyl pyrophosphate	Isoprepnyl pyrophosphate removes a phosphate group that is added from the peptidoglycan subunit to permit its transfer across the cell membrane. The phosphate group must be removed before its incorporation into peptidoglycan macromolecules.	ARO:3000631	bacitracin F
ARO:3003251	undecaprenyl pyrophosphate	Undecaprenyl pyrophosphate is a precursor to a cell wall polymer carrier. It's activation requires a phosphatase.	ARO:3000631	bacitracin F
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000632	benzylpenicillin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000633	phenoxymethylpenicillin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000634	propicillin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000635	dicloxacillin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000636	flucloxacillin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000637	ampicillin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000638	azlocillin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000639	mezlocillin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000640	doripenem
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000641	cefalexin
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000642	cefadroxil
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000643	cefotiam
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000644	cefaclor
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000645	cefotaxime
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000646	cefixime
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000647	cefpodoxime
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000648	ceftibuten
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000649	cefditoren
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000650	cefdinir
ARO:3000749	beta-lactam sensitive penicillin-binding protein	Penicillin-binding proteins (PBPs) are responsible for transpeptidation, joining subunits to form peptidoglycan. They are numbered according to descending molecular weight, and may vary between species. These numbers represent the PBPs of E. coli. Inhibition of the larger PBPs responsible for transpeptidation (1-3) are lethal. Smaller PBPs (4-6) are involed in carboxypeptidation; inhibition of these is non-lethal.	ARO:3000651	ceftaroline
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000652	isepamicin
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000653	G418
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000654	arbekacin
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000655	gentamicin B
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000657	paromomycin
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000658	lividomycin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000659	gatifloxacin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000660	lomefloxacin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000661	nalidixic acid
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000662	norfloxacin
ARO:3000735	Fluoroquinolone sensitive parC	parC is a subunit of the DNA topoisomerase IV and is sensitive to fluoroquinolone.	ARO:3000662	norfloxacin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000663	ofloxacin
ARO:3000735	Fluoroquinolone sensitive parC	parC is a subunit of the DNA topoisomerase IV and is sensitive to fluoroquinolone.	ARO:3000663	ofloxacin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000664	trovafloxacin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000665	grepafloxacin
ARO:3000733	fluoroquinolone sensitive gyrA	DNA gyrase is responsible for DNA supercoiling and consists of two alpha and two beta subunits. Binding the alpha-subunit is sufficient to inhibit DNA supercoiling.	ARO:3000666	sparfloxacin
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000667	demeclocycline
ARO:3000755	antibiotic sensitive 16S rRNA	The 16S rRNA of the 30S ribosomal subunit helps to stabilize the aminoacyl-tRNAs for pairing with the mRNA codons. Some antibiotics (aminoglycosides) that target the 16S rRNA lead to mRNA misreading as well as premature termination. Other antibiotics (tetracyclines) that target the 16S rRNA prevent incoming charged-tRNAs from binding to the ribosome's A-site, stopping elongation.	ARO:3000668	oxytetracycline
ARO:3000754	antibiotic sensitive peptidyl transferase (23S rRNA)	The bacterial 23S rRNA, at the P site of the 50S subunit, has peptidyl transferase activity and is responsible for peptide synthesis and elongation.	ARO:3000669	virginiamycin M1
